,link,text,author_name,screen_name,ohi
857730,https://twitter.com/morantraining/status/1616503524841623552,@robertbrynin @david_r_morgan The Rothschild are a part of controlling ALL central banks....world wide,Gross Conduct,morantraining,0.992753208
91297,https://twitter.com/openthebooksaus/status/1616660390037065728,@HanzPow @sandwich_juan The fake khazar joos hate the west,GlamisTheHelperMouse 🐭,openthebooksaus,0.992725015
532948,https://twitter.com/jackdoranjr/status/1619180512354111488,"Prized Soros puppet celebrates the massive 2+ year long tolerance of crime and further demonizes police in the process. The goal is to destroy our cities to the point of federal policing. The Soros Squad, if you will. https://t.co/6QPGlYj9V9",Jack Doran Jr.🇺🇸,jackdoranjr,0.992696702
2164795,https://twitter.com/MarkoSket/status/1622566079326216192,"Jewish Globomafia's Control of US Presidents 

#1: Woodrow Wilson

https://t.co/2ZxAAjS34J https://t.co/tm1XRZNrRV","Marko Sket, AR",MarkoSket,0.992682636
1947227,https://twitter.com/0xtails0up/status/1621298509650731008,@Panthercr02 @Alphafox78 The Jewish mafia started Las Vegas.,Look Man!,0xtails0up,0.992639899
812212,https://twitter.com/patriots_fight1/status/1619702686684942336,"@IamTybalt79 @david_r_morgan Why would anyone defend the Rothschilds? It is like defending the devil.

History of the Rothschild Bank, World's Biggest Bank

https://t.co/qRLjgS1aHB",Just here,patriots_fight1,0.992481351
430045,https://twitter.com/AshaLogos/status/1620159680910860288,"@Tweets2CV @calvinrobinson I’d argue White Europeans and Americans aren’t too thrilled with the prospect of their own nations being dominated by a Jewish financial caste, or observing their central role in eliminating our borders, and mass importing new citizens while natives living standards crumble.",Asha Logos,AshaLogos,0.992452085
693541,https://twitter.com/Helenasgallery/status/1619072998077775872,@maxwell18191708 Zelenskyy is Soros Puppet and Soros has controlled the EU for decades,Helena Glass,Helenasgallery,0.992437422
1873106,https://twitter.com/jfscott2426/status/1620847747393003520,"@hakeemjeffries I am 100% certain all democrats, including you, are on Soros’ payroll.",LuckyNedPepper45,jfscott2426,0.992393374
85719,https://twitter.com/TreifEater/status/1620126798498627584,@rtenews I'm glad that .00002 of the world population (((Jews))) have you so utterly fucked up.  Lol at your fragility,Critical Race Weary 🏳️‍🌈,TreifEater,0.992393374
1413909,https://twitter.com/bmz9453/status/1620849341106905088,"Part II....
https://t.co/CP8dITjL7S

But the two questions remain:

1) what is the alternative to the similarly subverted “democracy” today ?

2) ((( who ))) was and IS behind it today ?

See, the cited “Nameless War”
https://t.co/tRHUCcDWXJ https://t.co/6MQZrSFKGj",Boštjan M. Zupančič,bmz9453,0.992378592
810059,https://twitter.com/Belshelzar/status/1616844575431348224,"Exposing the the $18 BILLION Soros Scheme To Control Media, Politicians, and America https://t.co/qi3pQnaKaJ",BelShelZar,Belshelzar,0.992363811
1399527,https://twitter.com/pasqueflower19/status/1616906510923358208,"Exposing the the $18 BILLION Soros Scheme To Control Media, Politicians, and America https://t.co/6pl6XHRexB",Carol RN *Miss Rush & the Gipper* 👩‍⚕️🐘🇺🇸 📿,pasqueflower19,0.992363811
1941628,https://twitter.com/Mary43086736/status/1618287235358687232,"@RepAdamSchiff Here’s a suggestion, get rid of every George Soros, DA’s . They are destroying cities on purpose.",Mary,Mary43086736,0.992349029
2048055,https://twitter.com/highw00ds/status/1620763949951238144,@ScienceOfDogs @AvivaKlompas They glorify them every day. Killing Palestinians Monday-Sunday. Worst part is they duped the US into paying for it all after 20 years or destruction for the greater Israel project. But god knows the truth. Of the synagogue of satan and the jews who claim to be Jew but are not.,m a y d a y m a y d a y,highw00ds,0.992304385
656130,https://twitter.com/ElectMiami/status/1618652260212547584,No fucking way the Dominion Voting system is part of the Soros and Clinton funded corruption scheme to steal elections https://t.co/drKfa9VGNs,"President-Elect from Miami, Fl",ElectMiami,0.992289364
584092,https://twitter.com/borumcaryn/status/1619154810812633088,@A7madAbuznaid Zionists are evil. They run the world,🐸🇺🇸CARYN🇺🇸🐸,borumcaryn,0.992229402
91211,https://twitter.com/openthebooksaus/status/1616766497111838720,@shmuelcshapira Nobody cares anymore. Not until we have the truth about the harm the Khazarian fake Jews have done to the world,GlamisTheHelperMouse 🐭,openthebooksaus,0.992229402
1891728,https://twitter.com/cyrus48975937/status/1616805196033658880,@MedvedevRussiaE They only can destroy Russia from within 1919.Illuminati and head of it Rothschilds are Snakes . Please be careful. They can't defeat Russia with conventional war and they know it. But some puppets like Alexy Navalnre their pawn. Be careful please and God bless Russia &amp; Putin.🙏,cyrus,cyrus48975937,0.992184103
1110535,https://twitter.com/HarrietsPlace/status/1617867383628234752,"As the world wakes up to the horrors of Zionism and the NWO, we're going to see a lot more of the Holocaust card being played. https://t.co/y4uTTdeMeR",Harriet's Place I'm a pair o D (s). 😉,HarrietsPlace,0.992108047
2063030,https://twitter.com/AngelaR65696516/status/1621381878988120064,"RUSSIA, UKRAINE, THE CIA &amp; THE ROTHSCHILD CONSPIRACY TO DESTROY VLADIMIR... https://t.co/BkJhMCjYgW via @YouTube",GOD'S Angel WILL NEVER COMPLY,AngelaR65696516,0.992031217
157883,https://twitter.com/DMashak/status/1618126548862656512,"…implement their true evil, reprehensible agenda and goals.

At some point, the Trillionaire Banking Rothschild family either created or usurped control of Social Darwinism and its rebranded successor organizations.",Don Mashak,DMashak,0.992000222
2003725,https://twitter.com/catburt58/status/1616503619938836480,"@DC_Draino The Fed Resrv is not part of US govt.  They R institute  designed to rape lower &amp; middle class of their earnings,&amp;  give it the elites.. Rothschild/Carnegie/bilderburgs (sp) &amp; wrld global bankg cartel.  FYI,: all US  wars after WW2: goal install Rothschild banks!!",Kurtieburt,catburt58,0.991937935
2112511,https://twitter.com/shortbu78536418/status/1622584281892634624,"@KJ00355197 This is what happens when your country's media is owned by Jews.

https://t.co/uz3weNAg9y",Lingering Flatus💅😎🍔👌😤😎🍻,shortbu78536418,0.991922379
1985607,https://twitter.com/NofyahShemTov/status/1616976052655366144,@AdamMilstein This is what happens when leftist Jews fund Communism.,Nofyah Shem Tov,NofyahShemTov,0.991922379
1396405,https://twitter.com/n4hpg/status/1618629878848581632,"""Muh blockchain"" is bullshit. The internet cannot be ""decentralized"" because it relies upon DNS. (((They))) took down 8ch(dot)net during the #QAnon thing by deleting it's domain records from DNS so nobody could find the servers.

Few understand this. https://t.co/jEbZ44INbj","Bill Crowell, JAFA",n4hpg,0.991906762
619714,https://twitter.com/JM49277640/status/1616275455920803840,@isabellarileyus Expose the shekel dealers and their narrative control #YE24,JM @42477,JM49277640,0.991891026
1531992,https://twitter.com/danbo9041/status/1617050368193748992,"@OswaldSmeltzer_ @TaylorRMarshall Just do remain a slave to Jewish financial hegemony forever. Abortions will be free and crisis pregnancies will shutter, but hey, at least you said no to usurious investment (whatever that means).","Jenny, the artist formerly known as Steve",danbo9041,0.99184376
170226,https://twitter.com/Article4Warrior/status/1620455843572637696,@c_w_d101 @timand2037 They have Star Link. And the state &amp; Soros run/own the media.,Empowered Rights,Article4Warrior,0.99181211
91013,https://twitter.com/openthebooksaus/status/1617251358687780864,@real2023Oz @JaneCaro The Bolshevik fake joos have been doing this forever,GlamisTheHelperMouse 🐭,openthebooksaus,0.991748452
604138,https://twitter.com/deeberree/status/1618058971084115968,@catturd2 All part of George soros’ plan…..destruction of America,Deeberree,deeberree,0.991716325
274765,https://twitter.com/raymeem/status/1618481554883481600,@NiMingda_GG There is no WASP!left in US government look around &amp; find one! This is jewish catholic black communist cabal campaign to drain US tax payers who are totally powerless &amp; confused after Covid!,Signreader,raymeem,0.991700232
937476,https://twitter.com/sharonf1001/status/1620168380786569216,"@ProudElephantUS Obama.  
He’s Biden’s mastermind to destroy America.  
Soros is the puppeteer.",Sharon,sharonf1001,0.991684198
274798,https://twitter.com/raymeem/status/1617661816397783040,@david_r_morgan Demise of USSR was actually turned out the demise of western world! With drop of iron curtain all bolshevik jews turned on the US &amp; west! They have taken over America &amp; its allied countries! What they did to USSR will do you too! White young &amp; stupid are perfect soldiers! Lookup,Signreader,raymeem,0.991603315
90421,https://twitter.com/openthebooksaus/status/1620396448876732416,@Govtandpolitics @carolvorders @julesbrown12 @JewishNewsUK The Khazarian zionist mafia run Australia as well,GlamisTheHelperMouse 🐭,openthebooksaus,0.991603315
155756,https://twitter.com/LennyDykstra/status/1618271763284258816,Fuck the Soros-promoted Ranked-Choice-Voting Scheme https://t.co/dHxPjhCO3l,Lenny Dykstra,LennyDykstra,0.991554439
345521,https://twitter.com/lordtruth1776/status/1616057238908723200,@greg_price11 The jews are insidious liars,thetruth1776,lordtruth1776,0.991538048
2164783,https://twitter.com/MarkoSket/status/1622639612983115776,1960: Jews Demand 'Denazification Commission' After (((Stasi)) False Flag 'Antisemitic' Incidents In West Germany https://t.co/XYnelYfgXk,"Marko Sket, AR",MarkoSket,0.991505206
1691215,https://twitter.com/Clyce11/status/1616258216232370176,@joeroganhq Joe aint wrong. Soros scumbag. All about tearing America down.,E11even,Clyce11,0.991505206
416889,https://twitter.com/taolson60/status/1620804420962521088,"@Most_Maximus1 Soros, China and the New World Order control our Democrat politicians and bureaucrats.",TAO,taolson60,0.991472185
532947,https://twitter.com/jackdoranjr/status/1619182898468499456,"@ecoengr @AOC Another reason illegal firearms need to have harsh penalties. Impossible with Soros’ pro-crime influence in America, with @AOC being a key Soros puppet.",Jack Doran Jr.🇺🇸,jackdoranjr,0.991422474
1463345,https://twitter.com/ccross5882/status/1617740092256452608,"@GovTimWalz Do you think this guy bought it legally? this should be a death sentence period, this is a by product of Soros backed DAs, defund the police and let them out of jail the next day. https://t.co/et7Lj50jyG",JCross,ccross5882,0.991422474
1493461,https://twitter.com/gahamalian/status/1616191329519964160,"ZELENSKY does not care about Ukraine. 

He's the Jewish puppet of the West.",George A. Hamalian,gahamalian,0.991372585
770353,https://twitter.com/DonDon60303739/status/1619606321896251392,"@AviKaner Abolish Israel now, the Goyim know",Bran Don,DonDon60303739,0.991372585
801383,https://twitter.com/rosesamericana1/status/1620903994989346816,How (((International Bankers))) ✡ Steal Your Wealth  https://t.co/rL0Z4sXlVz via @BitChute,rosesamericana,rosesamericana1,0.991355836
770348,https://twitter.com/DonDon60303739/status/1619762246292480000,@iloveelon42069 @LeviReichardt Fuck the ADL and the jews,Bran Don,DonDon60303739,0.991305411
789347,https://twitter.com/NobeDezcou/status/1619477450953728000,"A most informative thread indeed
#rothschild #NWO #EpsteinClientList https://t.co/UFxYYfO0S7",Nobe Dezcou,NobeDezcou,0.991288543
2023289,https://twitter.com/Shane297/status/1618057604533739520,"@johnrackham82 Sure goy, keep listening to (((alt media))) https://t.co/Gb9GiH5xUa",S. Michael O'Connor,Shane297,0.991237819
1701092,https://twitter.com/kjfkugkujvj/status/1619378694681923584,"There's a Reason why some countries Banned Soros....
Soros is behind much of the chaos, lawlessness
in U.S. right now.
His tentacles spread deep and far...schools, universities, etc. in the U.S. https://t.co/HNaeMVYi3B",Athena Cruz,kjfkugkujvj,0.991220891
1891499,https://twitter.com/cyrus48975937/status/1618297592718430208,"@MedvedevRussiaE He is a puppet of #Soros and #Illuminati and they want #WW3 . 
#RIRSOH =&gt; [R]ussia [I]n [R]ight [S]ide [o]f [H]istory.
F... #NWO &amp; #OneWorldGovernment 👇 https://t.co/3ULAewP6iS",cyrus,cyrus48975937,0.991186798
41203,https://twitter.com/neilgibson27/status/1616956919431966720,Fuk the RNLI soros run operation https://t.co/SlEaSNltIm,Neil Gibson🔱,neilgibson27,0.99116981
91020,https://twitter.com/openthebooksaus/status/1617248652187271168,@CilComLFC Bc it’s Khazarian jooish stronghold. They hold mirrored data on all of us. Criminal enterprise,GlamisTheHelperMouse 🐭,openthebooksaus,0.991152704
90693,https://twitter.com/openthebooksaus/status/1618809130470477824,@RonFilipkowski Actually the war will end when the truth about the Khazars comes out.,GlamisTheHelperMouse 🐭,openthebooksaus,0.991118252
1176189,https://twitter.com/abjectyetalive/status/1617620268280840192,WW2 is a forever war by the jew to destroy the West.,bing bong,abjectyetalive,0.991118252
2306,https://twitter.com/AA7YA/status/1617146703026454528,@kellytx2 Democrats and Soros funded DA's are soft on crime.,AA7YA 🇺🇸,AA7YA,0.991118252
1681789,https://twitter.com/SecretSymbolism/status/1617094725525458944,@david_r_morgan Have a Look into Lewis Cass Payseur &amp; see what U find. There isn't an asset in America the Rothschilds control that is not held by the Payseurs in Trust. Who owns the Railroads in America? Who holds the patents 2 the land intersecting railroads? If U C it being promoted it's LIES,AncientPsychedelia.com,SecretSymbolism,0.991101086
174209,https://twitter.com/SheSaz/status/1620185286134358016,Until we get rid of the unelected bodies that seek to depopulate &amp; control this nation and in fact the world we will never have peace.  #WEF2023 #globalists #UnitedNations #Soros #rothschild #BillGates #COP27 #Davos https://t.co/QDFoG1nInN,Jamie Doe,SheSaz,0.99108386
1496455,https://twitter.com/Carolyndianne77/status/1618166770849964032,@LibFails Think how much destruction Soros has orchestrated worldwide for wicked agendas. There is  no question that world would of been better off if he was gone long time ago.,Jus' Sayin',Carolyndianne77,0.99108386
1533253,https://twitter.com/AllyG34553497/status/1617397119329136640,@Greeney17595412 @DrAndrewJackson 💯 Soros wants to destroy this country!,Ally G,AllyG34553497,0.991066635
1063285,https://twitter.com/DeHughy/status/1620103137049870336,"@Lydiajensen62 @_ReaalAmerican_ @OregonGovBrown They were getting money from China &amp; the Soros 1400 foundations setup to destroy America.

This truth should have disqualified him as a candidate period! https://t.co/6pt2ucgxT8",John John Kennedy III,DeHughy,0.99104929
1828213,https://twitter.com/trl130375/status/1621132057069096960,@its_the_Dr Yeah right their jew masters won't let that happen,Tom sa62934,trl130375,0.99101454
274901,https://twitter.com/raymeem/status/1616245079064342528,@LandonStarbuck When are the western folks gonna take this assault seriously? The transgenderism is newest onslaught in the annals of wars pushed by the money changers aka jews who brought you the real wars and slaughter of millions!,Signreader,raymeem,0.99101454
1966547,https://twitter.com/look_its_mike91/status/1616218757952569344,@StopAntisemites So much for Jews running everything 🤣,🇺🇸 TW,look_its_mike91,0.99101454
1941609,https://twitter.com/Mary43086736/status/1618437821827805184,@PattyMurray Please push for firing George Soros DA’s. They are destroying our country. Thank you.,Mary,Mary43086736,0.990997195
1962592,https://twitter.com/1Commoner/status/1620418575415779328,@johnrackham82 Because (((they))) have,1Commoner,1Commoner,0.990997195
532535,https://twitter.com/jackdoranjr/status/1620085665659760640,"@AgainMothra @WontBeSilent2 @topps1987 @AngryFleas @IanB_67 @EarthOne_13 @lwburwell @kim_because @youknow714 @Vickie627 @Natural_Femme @metalbaby2u @FemmeVoilet @EZembeck @RAWONE420 @moderateRepand1 @JimlikesBB @Michael86612352 @JenniferAnn56 @Pineappleberry @teamphil @thereceipts33 @GarryConner6 @SheLady115 @sickathehighhat @Rebel__Hare @TelfordMk4 @StirredCrazy @mgdmd1 @OGLadymongoose @seleln1 @LokeyMJB @EricR42 @Observer254 @MJB24681 @hwollenwebber @GOP @FVAP @GovWolf @cspan @nbc @nytimes @CNN @mirandadevine @wef @WHO @CBS @LesleyRStahl @CBSNews @JoeBiden They are false. Soros works to destabilize American sovereignty and our rule of law. The only people who ever bring up his heritage are defenders of his actions. 
You’re fully exposed Mothra. Might wanna start blocking and protecting here.",Jack Doran Jr.🇺🇸,jackdoranjr,0.99087441
1606636,https://twitter.com/KlausOttoSchwab/status/1616682184009711616,"3-4B/year. The money is largely spent on weapons produced by Boeing, Lockheed Martin, and Raytheon. It's part of the MIC. Does the idea that American elites - Bushes, Clintons, Kennedys, Obama, Trump, Biden, et al - are pawns of the joos seem plausible? 🤷🏼‍♂️ https://t.co/UXvf8aSwNr https://t.co/2qfYbEh5JU",Klaus Otto,KlausOttoSchwab,0.990838945
90523,https://twitter.com/openthebooksaus/status/1620038312747757568,@RonFilipkowski Good. It all ends up in the bank accounts of Khazarian joos anyway,GlamisTheHelperMouse 🐭,openthebooksaus,0.99080348
850294,https://twitter.com/74Truthteller/status/1620237993524211712,@MMthee0ne @AmericaFYeahh @LevinthalSpade @ImMeme0 @realstewpeters The deep state zionist government in Ukraine &amp; the U.S. are connected for sure. We never beat the nazis they just went in hiding &amp; kept developing their plan. There’s many more parts to the puzzle then Ukraine &amp; the U.S. but those are two of the biggest pieces.,Guy Brookshier,74Truthteller,0.990749896
767758,https://twitter.com/valamontestony/status/1617807634371080192,"@greekcitytimes If it was not for the Russian Czar in 1865, there would be NO AMERICA today! But that is the issue with the #khazarianmafia running America for the past 100 years. Sleep well, #goyim",Valamontes Antonios,valamontestony,0.990732014
332565,https://twitter.com/Larrymaxwell14/status/1617653156921638912,@UltraDane Intentional. Was designed to fail like this. That's what we get for letting the Rothchild Federal Reserve central bankers into our country.,Larry Wayne,Larrymaxwell14,0.990714073
1962671,https://twitter.com/1Commoner/status/1618704630728515584,@rycunni (((they))) have been around for a while now.,1Commoner,1Commoner,0.990678072
1631483,https://twitter.com/AmeriCan4Lyfe/status/1618218299011235840,@RBReich Because Soros kicked up the color revolution in America with dark money in 2020. Ex presidents and their administrations are being discovered as theftaucracies. Do you really believe American citizens should give up their 2A while the cartel is running the border?!,Amanda,AmeriCan4Lyfe,0.990605652
543462,https://twitter.com/joeyeconomics/status/1620079714248568832,Imagine being such a bend over Soros cuck?? https://t.co/w0mfTZJ5x6,My pronouns are Staight & Normal!,joeyeconomics,0.990550876
1932402,https://twitter.com/Americais1st/status/1621367757613797376,@david_r_morgan The Joooooooooooos did it! 😂,Daddy Klaus,Americais1st,0.990514278
1318990,https://twitter.com/MonafrmMiss/status/1621213906889854976,"@Shinobione21 @Doc_Melloy @LindseyGrahamSC @mikepompeo Yep just like the evil Jew named Soros.  I seem to remember that the Jews were the ones that killed Jesus. Try harder.  

Do you realize that if it wasn't for Russia in WW II going after the Nazis the war would not have ended the way it did? Why don't you look at history.",MonafromMiss,MonafrmMiss,0.990459085
2023298,https://twitter.com/Shane297/status/1617860721790062592,@MannieQuinn1 You're just inventing people to criticize. The leftists all protested against the wars in Iraq and Afghanistan. I'm far-right and I was against those too and I'm also opposed to Putin carrying out white genocide in Ukraine. But the (((alt media))) has you thinking Putin is good,S. Michael O'Connor,Shane297,0.990403533
1158552,https://twitter.com/martuk56/status/1621302561880870912,"@Alphafox78 Hollywood one group less so than in 1930. I can say without much anti-semitism meant, that Soros and the 5 banking families pretty much run it all.",ms M,martuk56,0.990384936
1063346,https://twitter.com/DeHughy/status/1617085941658664960,"It’s all in the Soro’s family &amp; foundations(web) of evil to destroy America with money, media &amp; local protesting to make the money he is offering.

He made a deal China but he will eventually betray China too!

We need to kick every business, foundation &amp; payroll he has out of 🇺🇸 https://t.co/83IxHwnEgt",John John Kennedy III,DeHughy,0.99036634
1960477,https://twitter.com/Thousand335/status/1621307907416498176,@RyanMil03039672 @HISWAYismyWAY That is man made doctrine and not from the bible. The Synagogue of Satan are the Jews. Read your bible!,Revelation,Thousand335,0.99036634
702227,https://twitter.com/notgoodinternet/status/1618479320854560768,"@AntonioSabatoJr 1994 legislation to lock up more black people because the CIA pumped a load of crack into inner cities
Then this policy made crack a long sentence causing fatherless homes and destabilizing cities
So that Soros funded district attorney's can be installed which started the  mess",Not Bad Net,notgoodinternet,0.99036634
1987526,https://twitter.com/Neanderthal_Tom/status/1616675922135994368,@EnderCraft7393 @iamyesyouareno From my point of view jewish supremacy and the exploitation of the goyim permeates every upper echelon of power in this world. I wish this all was a big nothing burger but that's just not what my eyes perceive.,Neanderthal Tom Cave Beast,Neanderthal_Tom,0.990291536
1743294,https://twitter.com/JMRG65/status/1619459803105087488,"@Zioinfiltration The Holy Catholic Church of Christ has been infiltrated by the synagogue of Satan; seat of Peter has been captured.                           2 Thessalonians 2… Satan always covets the things of Christ, he’s already the prince of this world…",Judith G.,JMRG65,0.990272701
621668,https://twitter.com/Sluggsssss/status/1616658463085719552,@BaldElisha @TheLastRefuge2 Are you retarded or just a fake Jew Soros propaganda account?,Slugs,Sluggsssss,0.99023509
930504,https://twitter.com/CoreyDJackson/status/1618858346198745088,"So...it's business as usual...for our ""Greatest Ally,"" to sexually honeypot &amp; blackmail U.S. electeds via Mossad-providing men/women/children as the target desires, ensuring goyim U.S. forever remains Israel's bitch...but bad when @Project_Veritas uses same methods AGAINST Evil?",Lord CoreyDJackson,CoreyDJackson,0.99023509
2190837,https://twitter.com/_kevin1984/status/1621559569297117184,A Soros run city: https://t.co/ne9qPUXsqs,Florida Man World Order 🍫🇺🇸,_kevin1984,0.99023509
1235244,https://twitter.com/DarlPattison/status/1619083912680185856,"@nelsonepega All of USAs economy crashes were made by the WEF, the Rockefellers, Rothchilds ...",DarlPattison,DarlPattison,0.990216136
555314,https://twitter.com/judyannaggie/status/1617934103763877888,BREAKING: Alabama withdraws from ERIC - Two States Down - 30 To Go Before Dirty Soros-Funded Vote Cheating Program Is Abolished In All States — The Ronald https://t.co/lAP6cZTmFN,judyann451,judyannaggie,0.990216136
151364,https://twitter.com/kttrombone/status/1616183916129562624,"How can you begin to trust a pedophile, Rothschild, Nazi? https://t.co/lMIGFupc6e",Tree Of Liberty,kttrombone,0.990216136
1643480,https://twitter.com/victorykn/status/1621207290723311616,@faisal__hamadah That’s part of globohomo Zionist NWO,7,victorykn,0.990197182
1891700,https://twitter.com/cyrus48975937/status/1616905253835739136,@MarioNawfal Globalism is same illuminati manifest written Bavaria by Adam Weishaupt under order of lord Amsheil Rothschild. A plan for One World Government. Modern Slavery aka luciferian Agenda! It has never been good thing! 2 world wars was done by them and 3rd is on their plan! #AlbertPike,cyrus,cyrus48975937,0.99014014
90515,https://twitter.com/openthebooksaus/status/1620061130285813760,@Theblackfemini3 The fake joos at the RBA and in Victoria controlling everything should watch out,GlamisTheHelperMouse 🐭,openthebooksaus,0.99014014
382529,https://twitter.com/Janis20550455/status/1620508384700293120,"Rothschild power, 1836
Think how much MORE power they have now.   Federal Reserves in every nation, fake money loaned for interest that is real assets, controlling…. CIA, Mossad, elections, soros?, WEF?, B Gates?   Etc.",Janis2020=2022,Janis20550455,0.990044355
1968160,https://twitter.com/WUTMSpain/status/1621215617322737664,"So a bunch of Jews at the Fed @federalreserve Printing
worthless paper and calling it money is what ?
Answer - A Criminal Enterprise that’s coming to an END 😂

💥#Bitcoin winning against Fiat 👍🥂 https://t.co/S8ZZXqlLhI",Wake Up To Malaga 🇪🇸,WUTMSpain,0.990005791
113274,https://twitter.com/bennyjohnson/status/1618272419579592704,"George Soros' dark plot EXPOSED— They don't want you to watch this.

 https://t.co/S7kCld94oT",Benny Johnson,bennyjohnson,0.98998636
90598,https://twitter.com/openthebooksaus/status/1619463106396327936,@JJKALE2 No. It would be ruled by Khazarian fake joo satanists,GlamisTheHelperMouse 🐭,openthebooksaus,0.98998636
785989,https://twitter.com/thoughtcrime07/status/1619701624238112768,@hill_hussein Zionist neocon policy is the cause of Muslim immigration in western countries,thoughtcrime7,thoughtcrime07,0.989889205
1275932,https://twitter.com/GregRubini/status/1616536932615421952,"@nemo_pix @DC_Draino In France they (CIA) certainly stole the Elections from Marine Le Pen.

The CIA wanted Macron (Rothschils and Soros puppet) as President of France.

Marine Le Pen won the Elections fair and square.
Brazil: same STEAL as in 2020 here.",Greg Rubini,GregRubini,0.989889205
2222815,https://twitter.com/3xaGranny/status/1621247993004310528,George Soros’ fingerprints are all over this network that just got exposed https://t.co/AutLx9ql83,Judyz_world,3xaGranny,0.989810705
544162,https://twitter.com/FLCons/status/1616581885903179776,@joeroganhq Soros is satan's proxy.,Croxxed Out,FLCons,0.989771247
274837,https://twitter.com/raymeem/status/1617028199455784960,@AhComfy This Ukraine thing is a long time ruse to shake down America and weaken EU! Biden boy was on take in Ukraine so was the big thief dad ! American left have scared the white fools in America via Jewish deep state &amp; media they are struggling to define lest smeared in antisemitism!,Signreader,raymeem,0.989771247
274728,https://twitter.com/raymeem/status/1619227833251016704,@DariusVolket It is zionist plan to destroy the west and they need feral mercenaries bc they lack their own numbers!,Signreader,raymeem,0.989751339
285939,https://twitter.com/average_ape/status/1617731043985092608,@JackPosobiec Let me know when he calls out the Zionist influence in our government.,Howard Roark,average_ape,0.989671826
