,link,text,author_name,screen_name,ohi
81076,https://twitter.com/billgray52/status/1630324627770601472,"People are waking up to the fact that 99% of the Earth’s population is controlled by an elite 1% and the Rothschilds, rule even that elite 1%? Behind the scenes the Rothschild dynasty is the most powerful on Earth and their estimated wealth is around $500 trillion.",Bill Gray,billgray52,0.992892385
534413,https://twitter.com/HoaxCoronavirus/status/1630576165030178816,America is permanently fucked. whites are too weak and gay to do anything about it. someday this evill stupid jewish occupied region will collapse and cees enslaving European homelands.,coronavirus is a hoax,HoaxCoronavirus,0.992809176
702681,https://twitter.com/TracySalamander/status/1630216982804004864,"@JulioGa90377851 @Shankle_Steven ✔️ Just Do It! This damn government has been a tool of the real criminals for decades and decades, the Rothschilds, killing people, starting wars, manipulating the economies etc…",Tracy Salamander,TracySalamander,0.992753208
546788,https://twitter.com/DonDon60303739/status/1630927334491697152,"@timjacobwise We know the Jewish agenda, the goyim know https://t.co/dFYMzTuWaA",Bran Don,DonDon60303739,0.992710948
738282,https://twitter.com/n4hpg/status/1628828727130963968,"(((They))) want to take suphedrine off the market - a medication that I've used to treat seasonal allergies for more than 40 years.😡
https://t.co/gauZuusZ0L","Bill Crowell, JAFA",n4hpg,0.992611349
444541,https://twitter.com/GDowner/status/1628813715842949120,The Soros backed elected office holders need to go. https://t.co/JSkl4cucNd,Gregory Downer,GDowner,0.992596984
189954,https://twitter.com/Dihaggis/status/1630053665548521472,@B4Ukraine No more. We are done and will no longer pay for the upkeep of the Rothschild cabal. https://t.co/Di0vgdMkrP,DiHaggis I’m Back and Thank You Elon Musk🚀,Dihaggis,0.992524922
540240,https://twitter.com/JeffreySKlein1/status/1629291459093598208,@sfchronicle Another example of how these disgusting Soros backed DA's like Gascon are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/czqwfL4Wc2,Jeffrey S. Klein,JeffreySKlein1,0.992466629
540241,https://twitter.com/JeffreySKlein1/status/1629291404727037952,@GeorgeGascon Another example of how these disgusting Soros backed DA's like Gascon are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/RnKOQDtThw,Jeffrey S. Klein,JeffreySKlein1,0.992466629
540239,https://twitter.com/JeffreySKlein1/status/1629291494707449856,@abc7newsbayarea Another example of how these disgusting Soros backed DA's like Gascon are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/hyBdo5RvVr,Jeffrey S. Klein,JeffreySKlein1,0.992466629
540237,https://twitter.com/JeffreySKlein1/status/1629292129033027584,@latimes Another example of how these disgusting Soros backed DA's like Gascon are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/wd1pahOv7c,Jeffrey S. Klein,JeffreySKlein1,0.992466629
540242,https://twitter.com/JeffreySKlein1/status/1629291349949452288,@LADAOffice Another example of how these disgusting Soros backed DA's like Gascon are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/InSxFAL1If,Jeffrey S. Klein,JeffreySKlein1,0.992466629
378659,https://twitter.com/openthebooksaus/status/1629975304621158400,@crusaderx2 @thevivafrei @PierrePoilievre They are all fake joos. Bolsheviks,GlamisTheHelperMouse 🐭,openthebooksaus,0.992378592
347102,https://twitter.com/dolnacko/status/1629588058994556928,"@sues86453 @SquillMama Time to arrest and deport Soros, he specifically said he wanted to destroy the U.S. and he has the money to continue his destruction.",Trudy Dolnacko,dolnacko,0.992244422
116237,https://twitter.com/MarkoSket/status/1630197106282582016,"@I3laz @DavidColeStein The Origin Of Gas Chamber Myth -- 1916 (((Allied))) Propaganda Accusing Germany Of 'Gassing' 700,000 Serbs https://t.co/7ysUuqEk0V","Marko Sket, AR",MarkoSket,0.992244422
373665,https://twitter.com/jemolafr8/status/1630213858022285312,"@Threeefer @gunslinger2022 @Notmyfault99 Yup, paint a huge target on your back, by throwing Soros out of the country and breaking free from the controlling Rothschild central banks.",🍊🇺🇲Proud🦅MEGA ☢ MAGA🦅Patriot🇺🇲🍊,jemolafr8,0.992061973
610053,https://twitter.com/Catz4maga/status/1629503172870799360,"@MohhonP @ricwe123 @ChristineJameis Jewish infestation of the Western World, that's why. Just like in Weimar. Weird to me that Ukraine would want to go down the route of degeneracy, which traditional Nazi's opposed.","Meow, Or Scratch?",Catz4maga,0.992015719
183128,https://twitter.com/bingfair2/status/1629246869359693824,"Wake me up, when ALL soros-backed DAs are history. 

I KNEW she would look like this. https://t.co/TrYE9sdSBN",What Fresh Hell Is This?,bingfair2,0.991937935
534419,https://twitter.com/HoaxCoronavirus/status/1630339073264037888,news meaning latest cia propaganda. it was all fake all a medical military psyop. a communist military coup to destroy and enslave the West which suffers under jewish plutocracy. https://t.co/5quR8Xu3uy,coronavirus is a hoax,HoaxCoronavirus,0.991922379
81078,https://twitter.com/billgray52/status/1630315217761579008,"Complete List Of Rothschild Owned And Controlled Banks. 

https://t.co/kguBWbzaLp https://t.co/O5f5PkYK4Z",Bill Gray,billgray52,0.99187535
856379,https://twitter.com/arigotch/status/1631026140356780032,@Josh__Keyes @CNN Do the jews not control hollywood and the music industry and write contracts that hurt young artists?,Byron West,arigotch,0.99187535
654917,https://twitter.com/chatratman/status/1629934935086620672,It's all Soros money trying to split the Republican vote. https://t.co/S8rePT8W9P,Tom Bowling 🍊,chatratman,0.991700232
996795,https://twitter.com/MikeValente22/status/1630109565206384640,@JGreenblattADL Fake jews. The only hate that exists comes from you evil fake jews. You are NOT the chosen ones. https://t.co/7tj27BdKD3,Mike Valente,MikeValente22,0.991668105
196996,https://twitter.com/raymeem/status/1628213611759034368,@RealDante12 It is but American voters / democracy’s fault for the rest of the world to see! Americans are shameless sheeple how would they change when being ordered around by the Judes!,Signreader,raymeem,0.991322279
112454,https://twitter.com/heydeenie/status/1629500639515475968,"@Charlie42103733 @MaureenShilaly Get a clue, this isn’t a Biden thing, although I would love to blame him. This is a Soros thing.  They are degrading all western civilizations from UK, Scotland Ireland Canada Europe France Italy USA. You don’t see this in China. Japan. Russia. Their goal is destroy free thought",Ultra Deenie🇺🇸💯🇸🇻👍✝️🍊🇨🇦,heydeenie,0.991271675
277097,https://twitter.com/FalastineHorrah/status/1630617327489388544,"These zionist shills are occupying every position of power in the EU and US. 
Parasites in plain sight. https://t.co/WEK73Lvmy9",The Angry Peasant 🇵🇸 Z,FalastineHorrah,0.991254807
609951,https://twitter.com/Catz4maga/status/1631131644252897280,"@ReactionRedoubt It's certainly not ""we"". It's the judeo-war neocon establishment.","Meow, Or Scratch?",Catz4maga,0.991220891
766001,https://twitter.com/APurpleGavel/status/1631123267418312704,Soros-funded Global Disinformation Index... https://t.co/NVAqvje5kt,APurpleGavel,APurpleGavel,0.991186798
378788,https://twitter.com/openthebooksaus/status/1629303351275053056,@AlboMP No we will not be going to war to support the money laundering trafficking zionist cesspit,GlamisTheHelperMouse 🐭,openthebooksaus,0.991186798
768927,https://twitter.com/SilentlyInvaded/status/1630315582737502208,"How? Between DC owned FBI, fake MSM, and Dr. Evil Soros DAs and Judges? https://t.co/xKBnlc86Vr",LOOKUP&SEE,SilentlyInvaded,0.99116981
44261,https://twitter.com/DeSoto1960/status/1629541344652804096,Do you really believe anything that Soros puppet spouts out? https://t.co/MiMjxVTRXK,Donald DeSoto 11,DeSoto1960,0.991118252
626413,https://twitter.com/PoliticalPosse/status/1628417496549101568,"That's right, Russia was one of the only countries that was not under the Rothchilds banking system. The deep state has wanted to attack Russia for years but Trump got in the way of Hillary being president. Ukraine is full of child traffickers and scumbags including our Demonrats https://t.co/pp49mD1t6H",Political Pete,PoliticalPosse,0.991101086
342566,https://twitter.com/KaraWestercamp/status/1629094433110085632,These Soros-funded and backed prosecutors are just absolute trash. https://t.co/OuwfxR7tUk,Kara Westercamp,KaraWestercamp,0.99104929
898252,https://twitter.com/ValRoss721/status/1629081543435071488,@sam_jobe317 @SmashMemez @krassenstein If the Soros funded DA followed the LAWS on the books we might see a change for the better. These felons and violent criminals keep getting released to wreak havoc. The communists WANT instability.,Valerie Ross,ValRoss721,0.99104929
25168,https://twitter.com/Article4Warrior/status/1629600882219433984,"@StephenDCreech @TheThe1776 The Open Russia Foundation is a Soros NGO whose Directors include Khordokovsky, Rothschild &amp; Kissinger. During the Soros/K-Mafia break up of the USSR, Putin stopped them from completely destroying  Russia.",Empowered Rights,Article4Warrior,0.990997195
606623,https://twitter.com/SweetGABreeze/status/1629277702329958400,"She's a disgusting PoS Soros puppet.
https://t.co/57yiGyodv7",Joyce 🇺🇲,SweetGABreeze,0.990962207
394235,https://twitter.com/Sluggsssss/status/1630429178154848256,@Alphafox78 Jew Soros along with our dog shit government installed him as President,Slugs,Sluggsssss,0.990962207
626402,https://twitter.com/PoliticalPosse/status/1629735599471992832,"@ForgiatoBlow47 THE US CONGRESS ENRICHING THE CORRUPT SOROS PUPPET. WHILE THE SONS OF ROMNEY, BIDEN, KERRY AND PELOSI HAVE JOBS IN ENERGY THERE. OF COARSE GRAHAM AND McCONNELL will keep the war machine making them money. https://t.co/b1nzZuVWpJ",Political Pete,PoliticalPosse,0.990927219
116239,https://twitter.com/MarkoSket/status/1630194038832873472,Jewish Corruption in Ukraine https://t.co/S7i2h9EBX1,"Marko Sket, AR",MarkoSket,0.99080348
401002,https://twitter.com/liddlegirllost1/status/1629684830492295168,Expose Soros hives. https://t.co/pWgP4qEYpB,liddlegirllost,liddlegirllost1,0.990678072
453591,https://twitter.com/demarais7/status/1630109968362774528,"@MikeBaggz @elonmusk @monitoringbias Whites don't own the media, Jews do.",kelly,demarais7,0.990678072
277094,https://twitter.com/FalastineHorrah/status/1630621369473044480,"The #Zionist thieves have reached very, very high places, but their fall will be astounding. https://t.co/ZshIxFFp3N",The Angry Peasant 🇵🇸 Z,FalastineHorrah,0.990660012
889951,https://twitter.com/rfragan/status/1630380094702116864,"@RudyGiuliani I’m glad you called it all out. It’s terrible. Democrats play a dangerous game with people’s lives. There so much subterfuge from Soros’s bought &amp; paid DAs to create criminal chaos in every county. It’s to get rid of #2A, destroy USA from within. We know, now what? 🙏",Robin Ragan Conklin,rfragan,0.990641892
550006,https://twitter.com/CharlieDUSA1/status/1628240861954818048,@JackPosobiec I don’t believe anything George Soros says.  He’s a disgraceful human being.,Charlie D. USA#1,CharlieDUSA1,0.990623772
448435,https://twitter.com/TheRealNewsGeek/status/1628382336139030528,@DBCWriter @Whorehammer40DD @MadmanFilms You curiously omit Bolsheviks' (Jews') genocide of Slavs (white people) in Soviet Russia. Your kind is responsible for the worst genocide in history by far.,News Geek,TheRealNewsGeek,0.990623772
59559,https://twitter.com/juliew38138/status/1629330850427838464,@laralogan And sadly lawless Memphis elected another Soros puppet DA. We are going to Hell in a hand basket,Julie H Wright✝️⭐️⭐️⭐️🥋,juliew38138,0.990605652
540296,https://twitter.com/JeffreySKlein1/status/1629287458302201856,@AttorneyCrump Another example of how these disgusting Soros backed DA's and race baiters like Ben are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/5nRGfJSJVv,Jeffrey S. Klein,JeffreySKlein1,0.990587413
81147,https://twitter.com/billgray52/status/1628236950162358272,"How to Stop all Wars from Ever Starting ?

Threaten to Target 1st FIRST  All Rothschilds  and their Property Anywhere in the world . 
Make them the primary Target -- No More War !!!

UPDATES - Zelensky warns of World War 3 if China supports Russia

READ: https://t.co/hal6xZCSAp",Bill Gray,billgray52,0.990569115
27114,https://twitter.com/Defy_Norm/status/1629959750350782464,"SOROS puppet Gascon, walking down the street in Philly https://t.co/yOuPsIxQLf",DefyTheNorm🍿,Defy_Norm,0.990514278
540302,https://twitter.com/JeffreySKlein1/status/1629286891030994944,@SLMPD Another example of how these disgusting Soros backed DA's are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/EK5YmcCExY,Jeffrey S. Klein,JeffreySKlein1,0.99049592
540298,https://twitter.com/JeffreySKlein1/status/1629287127392595968,@AGAndrewBailey Another example of how these disgusting Soros backed DA's are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/Fu34C4uCnX,Jeffrey S. Klein,JeffreySKlein1,0.99049592
973886,https://twitter.com/TonyMitidiero/status/1629550241585176576,@RepJeffries The only Jews you stand with are globalists and globalist bankers bent on the destruction of our sovereignty and a New World Order.,Tony Mitidiero,TonyMitidiero,0.99049592
540306,https://twitter.com/JeffreySKlein1/status/1629286605029781504,@Cardinals Another example of how these disgusting Soros backed DA's are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/Cb7TXbA4i7,Jeffrey S. Klein,JeffreySKlein1,0.99049592
540307,https://twitter.com/JeffreySKlein1/status/1629286524780183552,@stlmag Another example of how these disgusting Soros backed DA's are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/hyITmDaNia,Jeffrey S. Klein,JeffreySKlein1,0.99049592
540300,https://twitter.com/JeffreySKlein1/status/1629286988380794880,@KMOV Another example of how these disgusting Soros backed DA's are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/M5SkBaQGzd,Jeffrey S. Klein,JeffreySKlein1,0.99049592
540305,https://twitter.com/JeffreySKlein1/status/1629286693575737344,@kmoxnews Another example of how these disgusting Soros backed DA's are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/UhfIjaUeBp,Jeffrey S. Klein,JeffreySKlein1,0.99049592
540303,https://twitter.com/JeffreySKlein1/status/1629286801608425472,@stltoday Another example of how these disgusting Soros backed DA's are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/fVxWOrLpHN,Jeffrey S. Klein,JeffreySKlein1,0.99049592
540304,https://twitter.com/JeffreySKlein1/status/1629286734906408960,@ksdknews Another example of how these disgusting Soros backed DA's are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/XZA2nzSIVh,Jeffrey S. Klein,JeffreySKlein1,0.99049592
540301,https://twitter.com/JeffreySKlein1/status/1629286953534500864,@kmoxnews Another example of how these disgusting Soros backed DA's are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/2eEa7BifVM,Jeffrey S. Klein,JeffreySKlein1,0.99049592
540308,https://twitter.com/JeffreySKlein1/status/1629286451266600960,@stltoday Another example of how these disgusting Soros backed DA's are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/t1PlfrG6M5,Jeffrey S. Klein,JeffreySKlein1,0.99049592
540297,https://twitter.com/JeffreySKlein1/status/1629287329428013056,@EricGreitens Another example of how these disgusting Soros backed DA's are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/oj8Yu0sooZ,Jeffrey S. Klein,JeffreySKlein1,0.99049592
540294,https://twitter.com/JeffreySKlein1/status/1629287596290617344,@gatewaypundit Another example of how these disgusting Soros backed DA's are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/DnaUTkXJwR,Jeffrey S. Klein,JeffreySKlein1,0.99049592
540299,https://twitter.com/JeffreySKlein1/status/1629287031812788224,@FOX2now Another example of how these disgusting Soros backed DA's are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/oov9wUOo6m,Jeffrey S. Klein,JeffreySKlein1,0.99049592
716971,https://twitter.com/RealKeeny/status/1630705880772620288,"@LegendaryEnergy Thank you for speaking out on this, brotha! Trump and DeSantis are agents of the Rothschild-Rockefeller Cartel Matrix we currently live in. With Trump there will be no justice for the creation and release of COVID-19 or the deadly vaxx by Gates/Rockefeller crew https://t.co/OuwoLzRYPs",Keeny,RealKeeny,0.990459085
378819,https://twitter.com/openthebooksaus/status/1629120854155235328,@JIEXU7 @ricwe123 Typical Khazarian fake joo,GlamisTheHelperMouse 🐭,openthebooksaus,0.99042213
374315,https://twitter.com/MichiganWave/status/1629570296431751168,"@MadelineSail The nucleus of the Jewish Left, the really hardcore of zealots, are driven by intense ancestral hatreds of Europeans.   It's a Gene Wars situation unironically.  Why they push Blank Slate ideology onto Whites, while importing &amp; inciting NonWhites in maj-White countries",Dr President-Elect Turning Point Tim Buktu,MichiganWave,0.990329027
996791,https://twitter.com/MikeValente22/status/1630346043626856448,@iheartmindy The only hate group that exists is the fake Jews. @IvankaTrump @jaredkushner @georgesoros @AlexanderSoros @Soros @ADL @JGreenblattADL https://t.co/X1z5cbyq4V,Mike Valente,MikeValente22,0.990253866
546806,https://twitter.com/DonDon60303739/status/1630760638825005056,"@PTRUMPFORTX2020 Fuck yes! Mayorkas the jew is carrying out the Jewish agenda, it needs to be destroyed",Bran Don,DonDon60303739,0.990197182
779899,https://twitter.com/jxr781/status/1628193076983259136,"@jaredwrayfl @BabaCugs That's the hilarious part of the entire thing. He's a Jew puppet installed by the US, shortly after the secretary of state Victoria Nuland (another Jew) and her crew engineered the Euro Maidan and overthrow of the legitimately elected pro-Russia Ukrainian government in ~2014.",jxr78🍁,jxr781,0.990178227
681245,https://twitter.com/DailyCaller/status/1630180951106920448,Let’s see what the Soros-backed DA’s are up to…oh…🤦‍♂️ https://t.co/8uzsLrI3ar,Daily Caller,DailyCaller,0.990178227
610056,https://twitter.com/Catz4maga/status/1629501713928298496,@Edwin07011 We have to save these White girls from judeo-marxist  oppression.,"Meow, Or Scratch?",Catz4maga,0.990159214
907676,https://twitter.com/DonnaLeist/status/1630617543684636672,"Pleeease, this is about Control of the World's Currency... 
Rothschild stranglehold on the World's 💰 is being threatened https://t.co/qQb0j3m4kO",Donna Leist,DonnaLeist,0.990063608
731653,https://twitter.com/DonnaBr45155460/status/1628592142024146944,@MarkMaxwellTV Thank God. Kick her to the curb. Soros puppet.,Donna Bradshaw,DonnaBr45155460,0.990044355
540286,https://twitter.com/JeffreySKlein1/status/1629288612713107456,@AP Another example of how these disgusting Soros backed DA's and race baiters like Ben Crump are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/35gVN1UsjJ,Jeffrey S. Klein,JeffreySKlein1,0.990005791
540266,https://twitter.com/JeffreySKlein1/status/1629289686945476608,@MoSenDems Another example of how these disgusting Soros backed DA's and race baiters like Ben Crump are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/LmT3ca7sYr,Jeffrey S. Klein,JeffreySKlein1,0.990005791
540265,https://twitter.com/JeffreySKlein1/status/1629289855997067264,@piper4missouri Another example of how these disgusting Soros backed DA's and race baiters like Ben Crump are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/Oq4qrb62qS,Jeffrey S. Klein,JeffreySKlein1,0.990005791
540274,https://twitter.com/JeffreySKlein1/status/1629289268236685312,@ananavarro Another example of how these disgusting Soros backed DA's and race baiters like Ben Crump are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/Z0Bt6iS6MT,Jeffrey S. Klein,JeffreySKlein1,0.990005791
540264,https://twitter.com/JeffreySKlein1/status/1629289930978631680,@MoGov Another example of how these disgusting Soros backed DA's and race baiters like Ben Crump are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/WnYtT1nqp8,Jeffrey S. Klein,JeffreySKlein1,0.990005791
540263,https://twitter.com/JeffreySKlein1/status/1629289965606817792,@MissouriSenate Another example of how these disgusting Soros backed DA's and race baiters like Ben Crump are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/YClPbNbsqb,Jeffrey S. Klein,JeffreySKlein1,0.990005791
540287,https://twitter.com/JeffreySKlein1/status/1629288521159811072,@Mayor_Flower Another example of how these disgusting Soros backed DA's and race baiters like Ben Crump are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/hYNHyjYdl8,Jeffrey S. Klein,JeffreySKlein1,0.990005791
540278,https://twitter.com/JeffreySKlein1/status/1629289079350362112,@MSNBC Another example of how these disgusting Soros backed DA's and race baiters like Ben Crump are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/whCa2ocBFp,Jeffrey S. Klein,JeffreySKlein1,0.990005791
540279,https://twitter.com/JeffreySKlein1/status/1629289020122611712,@brikeilarcnn Another example of how these disgusting Soros backed DA's and race baiters like Ben Crump are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/mrFzeq7RpC,Jeffrey S. Klein,JeffreySKlein1,0.990005791
540285,https://twitter.com/JeffreySKlein1/status/1629288673111068672,@AP_Politics Another example of how these disgusting Soros backed DA's and race baiters like Ben Crump are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/mGLMHO8EkV,Jeffrey S. Klein,JeffreySKlein1,0.990005791
540268,https://twitter.com/JeffreySKlein1/status/1629289613939609600,@MoDemParty Another example of how these disgusting Soros backed DA's and race baiters like Ben Crump are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/3ho9OBuU5V,Jeffrey S. Klein,JeffreySKlein1,0.990005791
540267,https://twitter.com/JeffreySKlein1/status/1629289649293389824,@MOLegDems Another example of how these disgusting Soros backed DA's and race baiters like Ben Crump are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/4WKKzoxRX1,Jeffrey S. Klein,JeffreySKlein1,0.990005791
540277,https://twitter.com/JeffreySKlein1/status/1629289127681347584,@amjoyshow Another example of how these disgusting Soros backed DA's and race baiters like Ben Crump are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/JyEsuU4GO9,Jeffrey S. Klein,JeffreySKlein1,0.990005791
540280,https://twitter.com/JeffreySKlein1/status/1629288965357568000,@KateBolduan Another example of how these disgusting Soros backed DA's and race baiters like Ben Crump are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/sMtNtOLtBB,Jeffrey S. Klein,JeffreySKlein1,0.990005791
540273,https://twitter.com/JeffreySKlein1/status/1629289343289536512,@CBS_Herridge Another example of how these disgusting Soros backed DA's and race baiters like Ben Crump are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/ASD76KUVnz,Jeffrey S. Klein,JeffreySKlein1,0.990005791
540269,https://twitter.com/JeffreySKlein1/status/1629289528128339968,@axios Another example of how these disgusting Soros backed DA's and race baiters like Ben Crump are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/iFWxArpZjf,Jeffrey S. Klein,JeffreySKlein1,0.990005791
540281,https://twitter.com/JeffreySKlein1/status/1629288894956187648,@PoppyHarlowCNN Another example of how these disgusting Soros backed DA's and race baiters like Ben Crump are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/PHhZhJwPmJ,Jeffrey S. Klein,JeffreySKlein1,0.990005791
540270,https://twitter.com/JeffreySKlein1/status/1629289471190650880,@ThisWeekABC Another example of how these disgusting Soros backed DA's and race baiters like Ben Crump are ruining our Cities and peoples' lives...Thank God for guys like Bailey that have the integrity and balls to get rid of these corrupt DA's! https://t.co/5ojMghJ317,Jeffrey S. Klein,JeffreySKlein1,0.990005791
